orderNumber,orderLineNumber,productLine,productCode,productName,productScale,buyPrice,MSRP,quantityOrdered,priceEach
10168,2,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,50,103.68
10168,11,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,49,93.01
10168,6,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,29,72.36
10168,18,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,27,57.32
10168,10,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,48,68.10
10168,7,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,28,89.90
10168,12,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,31,57.78
10168,13,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,48,39.71
10168,14,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,28,91.34
10168,16,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,31,87.75
10169,2,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,30,163.44
10169,13,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,35,126.52
10169,3,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,36,71.82
10169,5,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,32,65.13
10169,4,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,36,136.70
10169,8,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,38,52.84
10169,7,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,33,120.53
10169,11,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,38,66.49
10169,1,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,34,53.27
10169,6,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,24,77.61
10169,9,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,26,37.01
10169,12,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,34,83.68
10169,10,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,48,75.66
10170,4,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,47,116.27
10170,3,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,41,93.28
10170,2,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,20,70.07
10170,1,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,34,130.60
10171,2,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,35,134.46
10171,1,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,35,128.03
10171,3,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,39,165.95
10171,4,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,36,34.74
10172,6,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,42,109.51
10172,7,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,39,117.48
10172,8,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,48,139.87
10172,3,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,32,61.00
10172,5,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,34,43.27
10172,1,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,22,79.97
10172,2,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,24,77.91
10172,4,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,22,87.81
10173,6,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,43,101.71
10173,5,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,48,51.75
10173,13,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,24,168.30
10173,12,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,26,55.09
10173,10,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,31,127.13
10173,7,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,22,140.06
10173,2,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,28,56.84
10173,1,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,31,86.92
10173,4,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,29,90.28
10173,14,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,21,77.31
10173,15,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,39,58.44
10173,9,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,31,29.87
10173,8,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,27,39.42
10173,16,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,23,98.65
10173,11,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,35,35.70
10173,3,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,22,93.49
10174,4,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,34,207.87
10174,1,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,43,113.44
10174,3,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,48,108.50
10174,5,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,46,100.30
10174,2,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,49,44.27
10175,9,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,33,119.67
10175,1,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,26,109.02
10175,4,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,48,101.87
10175,7,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,41,59.55
10175,5,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,29,150.71
10175,10,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,47,102.92
10175,6,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,28,121.40
10175,2,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,37,32.18
10175,8,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,22,89.57
10175,3,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,50,50.86
10175,12,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,29,56.24
10175,11,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,42,80.92
10176,2,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,33,166.24
10176,3,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,47,145.04
10176,1,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,50,160.91
10176,10,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,20,139.17
10176,5,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,36,140.75
10176,8,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,27,55.49
10176,7,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,29,101.72
10176,6,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,22,62.14
10176,9,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,23,109.96
10176,4,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,38,52.14
10177,9,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,23,113.37
10177,11,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,29,92.77
10177,8,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,35,82.50
10177,7,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,50,115.52
10177,2,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,45,79.66
10177,3,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,24,58.67
10177,10,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,31,77.95
10177,1,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,32,64.33
10177,4,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,44,88.15
10177,5,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,24,83.42
10177,6,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,40,52.96
10178,2,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,45,68.11
10178,7,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,45,41.71
10178,12,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,24,131.92
10178,4,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,42,127.73
10178,10,Ships,S18_3029,"1999 Yamaha Speed Boat",1:18,51.61,86.02,41,70.54
10178,9,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,48,104.81
10178,5,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,34,67.82
10178,6,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,27,65.75
10178,11,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,21,68.77
10178,3,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,30,64.15
10178,8,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,34,86.90
10178,1,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,22,91.74
10179,3,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,24,82.79
10179,5,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,47,105.04
10179,4,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,27,66.65
10179,1,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,45,86.90
10179,6,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,24,63.97
10179,7,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,34,43.20
10179,8,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,23,75.81
10179,2,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,25,98.48
10179,9,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,39,80.00
10180,9,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,29,76.56
10180,12,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,42,99.91
10180,11,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,41,164.61
10180,8,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,40,131.04
10180,13,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,25,48.46
10180,3,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,21,59.06
10180,2,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,44,147.31
10180,10,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,48,98.05
10180,14,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,28,61.70
10180,6,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,35,60.95
10180,1,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,28,68.71
10180,4,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,34,33.39
10180,7,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,22,102.05
10180,5,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,21,74.85
10181,14,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,27,155.66
10181,12,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,28,113.92
10181,15,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,20,67.03
10181,11,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,36,107.10
10181,6,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,44,124.56
10181,2,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,42,124.44
10181,10,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,22,74.69
10181,5,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,21,129.45
10181,3,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,27,130.68
10181,7,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,45,147.33
10181,17,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,30,73.17
10181,16,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,22,120.53
10181,4,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,39,137.04
10181,1,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,34,45.28
10181,8,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,37,32.85
10181,13,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,23,54.49
10181,9,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,25,122.17
10182,3,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,25,83.22
10182,2,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,32,44.21
10182,10,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,44,159.80
10182,9,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,38,54.49
10182,7,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,20,105.52
10182,4,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,21,135.00
10182,1,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,33,86.31
10182,11,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,36,88.35
10182,12,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,44,61.29
10182,16,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,47,63.20
10182,6,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,39,31.86
10182,5,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,31,39.87
10182,14,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,36,87.24
10182,13,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,20,116.27
10182,15,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,33,73.62
10182,17,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,49,95.30
10182,8,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,23,34.88
10183,8,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,23,180.01
10183,1,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,28,127.06
10183,5,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,41,114.80
10183,7,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,21,108.50
10183,9,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,37,91.18
10183,11,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,39,51.22
10183,10,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,22,90.06
10183,2,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,21,118.66
10183,6,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,40,42.26
10183,12,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,47,81.81
10183,4,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,49,52.36
10183,3,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,23,85.98
10184,6,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,37,105.47
10184,5,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,46,145.72
10184,9,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,46,119.05
10184,12,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,44,60.77
10184,10,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,28,165.95
10184,3,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,31,57.22
10184,11,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,24,117.57
10184,7,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,42,30.06
10184,2,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,49,114.73
10184,13,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,46,84.75
10184,8,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,33,52.49
10184,1,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,48,59.03
10184,4,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,45,92.60
10185,13,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,21,195.33
10185,14,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,33,146.55
10185,12,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,43,147.07
10185,9,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,28,124.30
10185,11,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,49,94.79
10185,16,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,39,127.82
10185,8,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,47,87.77
10185,7,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,30,105.69
10185,2,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,33,83.20
10185,15,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,20,46.86
10185,3,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,21,64.67
10185,10,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,30,79.68
10185,1,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,39,61.44
10185,4,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,37,99.17
10185,5,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,22,93.35
10185,6,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,28,47.50
10186,4,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,28,42.71
10186,9,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,26,108.80
10186,1,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,32,137.19
10186,7,Ships,S18_3029,"1999 Yamaha Speed Boat",1:18,51.61,86.02,32,73.12
10186,6,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,46,98.46
10186,2,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,22,60.29
10186,3,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,21,59.83
10186,8,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,36,68.77
10186,5,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,24,80.56
10187,1,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,45,70.12
10187,3,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,46,96.29
10187,10,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,43,55.96
10187,2,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,33,64.48
10187,4,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,31,61.22
10187,5,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,41,39.71
10187,6,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,34,84.95
10187,8,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,44,95.73
10187,7,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,34,72.00
10187,9,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,44,70.33
10188,8,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,29,96.11
10188,1,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,48,95.70
10188,4,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,38,111.80
10188,3,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,45,182.04
10188,5,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,32,52.09
10188,2,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,25,95.80
10188,6,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,40,61.70
10188,7,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,44,81.91
10189,1,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,28,138.57
10190,3,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,42,58.87
10190,1,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,46,38.62
10190,4,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,42,89.80
10190,2,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,40,67.53
10191,3,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,21,155.66
10191,1,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,40,104.52
10191,4,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,30,70.22
10191,6,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,36,75.59
10191,5,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,23,119.06
10191,9,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,43,60.93
10191,8,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,32,136.90
10191,2,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,48,53.27
10191,7,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,44,77.61
10192,16,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,27,99.04
10192,11,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,22,140.12
10192,7,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,29,100.80
10192,15,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,45,70.84
10192,10,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,47,128.03
10192,8,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,38,110.88
10192,12,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,26,137.17
10192,9,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,45,125.74
10192,4,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,37,72.02
10192,6,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,47,49.30
10192,2,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,46,86.33
10192,1,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,23,112.74
10192,13,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,30,33.23
10192,3,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,32,69.34
10192,5,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,46,93.16
10192,14,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,45,112.34
10193,7,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,28,92.47
10193,6,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,46,46.36
10193,14,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,21,153.00
10193,13,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,42,60.54
10193,11,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,44,115.69
10193,8,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,22,143.44
10193,1,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,28,87.13
10193,3,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,24,53.09
10193,2,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,23,97.39
