orderNumber,orderLineNumber,productLine,productCode,productName,productScale,buyPrice,MSRP,quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,OrderStatus,daysEarly
10156,2,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,48,77.64,2003-10-08,2003-10-17,2003-10-11,Shipped,6
10157,3,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,33,69.27,2003-10-09,2003-10-15,2003-10-14,Shipped,1
10157,5,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,40,89.72,2003-10-09,2003-10-15,2003-10-14,Shipped,1
10157,4,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,33,66.65,2003-10-09,2003-10-15,2003-10-14,Shipped,1
10157,1,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,34,83.91,2003-10-09,2003-10-15,2003-10-14,Shipped,1
10157,6,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,28,56.41,2003-10-09,2003-10-15,2003-10-14,Shipped,1
10157,2,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,48,109.16,2003-10-09,2003-10-15,2003-10-14,Shipped,1
10158,1,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,22,67.79,2003-10-10,2003-10-18,2003-10-15,Shipped,3
10159,14,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,49,81.35,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,17,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,37,101.10,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,16,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,22,170.42,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,2,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,41,188.73,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,13,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,38,131.04,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,3,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,24,67.03,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,18,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,42,51.48,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,5,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,21,66.74,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,4,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,25,129.35,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,8,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,21,54.71,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,7,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,32,142.85,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,15,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,44,100.30,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,11,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,27,67.18,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,1,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,50,49.60,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,6,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,23,80.84,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,9,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,35,39.43,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,12,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,23,86.74,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10159,10,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,31,78.11,2003-10-10,2003-10-19,2003-10-16,Shipped,3
10160,6,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,46,96.30,2003-10-11,2003-10-17,2003-10-17,Shipped,0
10160,5,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,50,93.28,2003-10-11,2003-10-17,2003-10-17,Shipped,0
10160,4,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,38,70.84,2003-10-11,2003-10-17,2003-10-17,Shipped,0
10160,1,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,20,140.55,2003-10-11,2003-10-17,2003-10-17,Shipped,0
10160,2,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,42,30.59,2003-10-11,2003-10-17,2003-10-17,Shipped,0
10160,3,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,35,130.60,2003-10-11,2003-10-17,2003-10-17,Shipped,0
10161,12,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,28,121.72,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,8,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,43,102.04,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,11,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,48,139.41,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,9,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,23,125.40,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,10,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,36,132.80,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,1,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,25,62.72,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,5,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,37,73.49,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,7,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,23,47.29,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,3,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,20,82.69,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,2,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,25,108.04,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,4,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,20,72.77,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10161,6,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,30,94.23,2003-10-17,2003-10-25,2003-10-20,Shipped,5
10162,2,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,48,87.33,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,1,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,45,45.28,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,9,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,29,141.10,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,8,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,27,53.28,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,6,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,38,113.15,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,3,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,48,156.94,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,10,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,39,86.51,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,5,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,37,27.55,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,4,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,43,38.98,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10162,7,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,37,32.82,2003-10-18,2003-10-26,2003-10-19,Shipped,7
10163,1,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,21,212.16,2003-10-20,2003-10-27,2003-10-24,Shipped,3
10163,2,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,31,101.31,2003-10-20,2003-10-27,2003-10-24,Shipped,3
10163,4,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,48,59.96,2003-10-20,2003-10-27,2003-10-24,Shipped,3
10163,3,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,40,101.58,2003-10-20,2003-10-27,2003-10-24,Shipped,3
10163,6,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,43,80.36,2003-10-20,2003-10-27,2003-10-24,Shipped,3
10163,5,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,42,96.42,2003-10-20,2003-10-27,2003-10-24,Shipped,3
10164,2,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,21,143.31,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,6,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,49,121.64,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,8,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,36,103.84,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,3,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,45,107.76,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,7,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,25,46.29,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,1,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,24,91.49,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,5,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,49,57.53,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10164,4,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,39,86.99,2003-10-21,2003-10-30,2003-10-23,Resolved,7
10165,3,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,44,168.32,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,4,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,34,123.89,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,2,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,27,152.26,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,12,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,48,109.02,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,11,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,29,134.26,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,15,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,46,120.28,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,18,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,31,60.77,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,16,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,47,154.10,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,1,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,50,84.71,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,6,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,28,123.51,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,9,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,25,46.82,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,17,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,32,117.57,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,13,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,27,31.12,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,8,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,24,106.45,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,14,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,48,50.86,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,7,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,44,55.30,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,10,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,48,106.49,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10165,5,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,38,49.21,2003-10-22,2003-10-31,2003-12-26,Shipped,-195
10166,2,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,43,136.59,2003-10-21,2003-10-30,2003-10-27,Shipped,3
10166,1,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,26,72.85,2003-10-21,2003-10-30,2003-10-27,Shipped,3
10166,3,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,29,76.22,2003-10-21,2003-10-30,2003-10-27,Shipped,3
10168,1,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,36,94.74,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,4,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,27,97.53,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,3,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,20,160.74,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,9,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,21,75.19,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,5,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,46,49.06,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,2,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,50,103.68,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,11,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,49,93.01,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,6,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,29,72.36,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,18,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,27,57.32,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,10,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,48,68.10,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,7,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,28,89.90,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,12,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,31,57.78,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,13,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,48,39.71,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,14,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,28,91.34,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,16,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,31,87.75,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,8,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,36,94.92,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,15,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,48,72.00,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10168,17,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,39,67.37,2003-10-28,2003-11-03,2003-11-01,Shipped,2
10169,2,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,30,163.44,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,13,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,35,126.52,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,3,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,36,71.82,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,5,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,32,65.13,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,4,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,36,136.70,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,8,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,38,52.84,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,7,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,33,120.53,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,11,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,38,66.49,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,1,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,34,53.27,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,6,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,24,77.61,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,9,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,26,37.01,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,12,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,34,83.68,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10169,10,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,48,75.66,2003-11-04,2003-11-14,2003-11-09,Shipped,5
10170,4,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,47,116.27,2003-11-04,2003-11-12,2003-11-07,Shipped,5
10170,3,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,41,93.28,2003-11-04,2003-11-12,2003-11-07,Shipped,5
10170,2,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,20,70.07,2003-11-04,2003-11-12,2003-11-07,Shipped,5
10170,1,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,34,130.60,2003-11-04,2003-11-12,2003-11-07,Shipped,5
10171,2,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,35,134.46,2003-11-05,2003-11-13,2003-11-07,Shipped,6
10171,1,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,35,128.03,2003-11-05,2003-11-13,2003-11-07,Shipped,6
10171,3,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,39,165.95,2003-11-05,2003-11-13,2003-11-07,Shipped,6
10171,4,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,36,34.74,2003-11-05,2003-11-13,2003-11-07,Shipped,6
10172,6,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,42,109.51,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,7,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,39,117.48,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,8,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,48,139.87,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,3,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,32,61.00,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,5,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,34,43.27,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,1,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,22,79.97,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,2,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,24,77.91,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10172,4,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,22,87.81,2003-11-05,2003-11-14,2003-11-11,Shipped,3
10173,6,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,43,101.71,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,5,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,48,51.75,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,13,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,24,168.30,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,12,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,26,55.09,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,10,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,31,127.13,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,7,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,22,140.06,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,2,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,28,56.84,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,1,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,31,86.92,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,4,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,29,90.28,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,14,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,21,77.31,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,15,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,39,58.44,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,9,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,31,29.87,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,8,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,27,39.42,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,16,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,23,98.65,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,11,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,35,35.70,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10173,3,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,22,93.49,2003-11-05,2003-11-15,2003-11-09,Shipped,6
10174,4,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,34,207.87,2003-11-06,2003-11-15,2003-11-10,Shipped,5
10174,1,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,43,113.44,2003-11-06,2003-11-15,2003-11-10,Shipped,5
10174,3,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,48,108.50,2003-11-06,2003-11-15,2003-11-10,Shipped,5
10174,5,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,46,100.30,2003-11-06,2003-11-15,2003-11-10,Shipped,5
10174,2,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,49,44.27,2003-11-06,2003-11-15,2003-11-10,Shipped,5
10175,9,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,33,119.67,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,1,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,26,109.02,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,4,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,48,101.87,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,7,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,41,59.55,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,5,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,29,150.71,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,10,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,47,102.92,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,6,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,28,121.40,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,2,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,37,32.18,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,8,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,22,89.57,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,3,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,50,50.86,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,12,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,29,56.24,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10175,11,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,42,80.92,2003-11-06,2003-11-14,2003-11-09,Shipped,5
10176,2,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,33,166.24,2003-11-06,2003-11-15,2003-11-12,Shipped,3
10176,3,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,47,145.04,2003-11-06,2003-11-15,2003-11-12,Shipped,3
10176,1,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,50,160.91,2003-11-06,2003-11-15,2003-11-12,Shipped,3
